filename,text
TE_BABJI_000000367,nAku padmazrI vaddu  svAmIjI
TE_BABJI_000000368,ApSanal paTla avagAhana
TE_BABJI_000000369,maLlI kSINiMcina rUpAyi
TE_BABJI_000000370,I baTar bAbu  nimuSAllo aMtapanI cezADu
TE_BABJI_000000371,kathAminArAviSkaraNa paricayaM
TE_BABJI_000000372,I lavsTorI cUsi peraెMTs mAratAraTa
TE_BABJI_000000373,bhArI DiskauMTsku taెralepina phlipkArT denipaina ఎMta taggiMdaMTe
TE_BABJI_000000374,asaెMblI samAvezAlaku paTiSTha baMdobastu
TE_BABJI_000000375,jaMtuvulu kUDA asahyiMcukune dAruNaM mekapai gyAMg rep
TE_BABJI_000000376,kUTami lisTunu cadivina kesIAr
TE_BABJI_000000377,modI kesIArdi phaెvikAl baMdhaM paొnnaM
TE_BABJI_000000378,tAjA mAjI ఎmmaెlye rAjAsiMg iMTiki mukhez gauD
TE_BABJI_000000379,ఎrvinlo udyogAlu
TE_BABJI_000000380,jagan akramAstula kesulo rU  koTlu aTAc
TE_BABJI_000000381,ఎnnikala taెlaMgANaM
TE_BABJI_000000382,iMTi rUpaM mArceddAM
TE_BABJI_000000383,ravANA ika mI sevalo
TE_BABJI_000000384,appaTlo nenu dhonI kalisi goDa dUkAM jAn abrahaM
TE_BABJI_000000385,pulivaెMdula pulibiDDaku svAgatamanna sinI naTuDu
TE_BABJI_000000386,govunistU prAraMbhamaina jIvanadhAra godAvari
TE_BABJI_000000387,nAku sinimA aMTe ciraMjIvi gAre nirmAta
TE_BABJI_000000388,cinnanATi snehituDi sinimA TIjar viDudala cesina jagan
TE_BABJI_000000389,mugguru pillala tallini rep cestArA bIjepI ఎmmaెlye vyAkhya
TE_BABJI_000000390,caitUsamaMta aMduku siddhamavutunnArA
TE_BABJI_000000391,nirudyogulaku varaM kyAMpas rikrUTmaెMTlu
TE_BABJI_000000392,maెDikal abjarveSanlone aruN jaiTlI
TE_BABJI_000000393,paెnimiTi pATa guriMci trivikram eM caెppAraMTe
TE_BABJI_000000394,IsAri cittugA
TE_BABJI_000000395,kauzal vijeta ayinA majA ledu
TE_BABJI_000000396,salmAnku noTIsulu jArI cesina aTavIzAkha caTTaparamaina caryalu tappavani haెccarika
TE_BABJI_000000397,madhyataragatiki kitakitalu
TE_BABJI_000000398,bhAratiki udyogaM dakkiMdi
TE_BABJI_000000399,sujanA azok rAjInAmA lekhalo emuMdaMTe
TE_BABJI_000000400,gUDhacArini zivato polcina nAgArjuna
TE_BABJI_000000401,anaMtapuraMlo ArTIsI bassulu DhI paluvuriki gAyAlu
TE_BABJI_000000402,baెllaM zrIdeviki puSpaki cAlA teDA uMdi rAzI khannA
TE_BABJI_000000403,sainikula yUniphArAlanu saొMta Dabbuto kaొnukkomanaMDi  rAhul gAMdhI
TE_BABJI_000000404,muMcukaొstunna gaDuvumigiliMdi aidu rojule
TE_BABJI_000000405,samanyAyaM kAdu parama avamAnaM
TE_BABJI_000000406,vAri sinimAlni protsahiMcaDaM nA bAdhyata ciraMjIvi
TE_BABJI_000000407,paెnsil mullupai gaNanAthuDu
TE_BABJI_000000408,smArTphonlo porn sinimAlu cUstunnArA
TE_BABJI_000000409,keraLa varada bAdhitula kosaM vizAl pratyeka pUjalu
TE_BABJI_000000410,nAlaెDji miSanto muMdaDugu
TE_BABJI_000000411,revaMt raెDDi ghATu vimarzalu
TE_BABJI_000000412,mUDu tATi muMjulu ఒka kaొbbari baొMDaMto samAnaM
TE_BABJI_000000413,kyAsTiMg kauc lAMTivemI taెliyadu hIro mahidhar
TE_BABJI_000000414,keMdraMpai porADutAM ఎMpI
TE_BABJI_000000415,vaెbsaiTlo dost kAlejIla vivarAlu
TE_BABJI_000000416,modI vidhAnAlatone munigipoyAM
TE_BABJI_000000417,varilo takkuva nIruMTene melu
TE_BABJI_000000418,dammu kaొTTakaMDi aMTU phannIgA caెppina hIroyin
TE_BABJI_000000419,pAlIhausaku bhale krej
TE_BABJI_000000420,iMDiyan ArmIlo udyogAlu
TE_BABJI_000000421,puTTinatedI maraNiMcina tedIla madhyalo gIte jIvitaM dil rAju
TE_BABJI_000000422,takkuvakAlaMlo bIjepI saMpanna pArTI ఎlA ayiMdi
TE_BABJI_000000423,kuppaMlo premajaMTa Atmahatya vaెnuka viSAda koNaM
TE_BABJI_000000424,bAhubali raiTarto iros iMTarneSanal jaెvi
TE_BABJI_000000425,bIjepI maMtrulapai caMdrabAbu kIlaka vyAkhyalu
TE_BABJI_000000426,udyogulaku varaM grUp insUraెns
TE_BABJI_000000427,TUtpesTlo vADe rasAyAnAnni ఎlukalaku iste
TE_BABJI_000000428,caduvu mAnaleka kuTuMbAniki bhAraM kAleka
TE_BABJI_000000429,vIrezaMnu oDiMcakuMTe rAjakIya sanyAsaM tIsukuMTA
TE_BABJI_000000430,tuphAnu haెccarika cihnAlu vATi arthAlu
TE_BABJI_000000431,bIru bATiLlato pavitra devAlayaM ఎkkaDuMdaMTe
TE_BABJI_000000432,bhArya vivAhetara saMbaMdhaM bayaTa taెliste paruvu potuMdani
TE_BABJI_000000433,Asti viluva  haujiMg lon
TE_BABJI_000000434,prAraMbhaM mugiMpu saెSanlu maెrugu
TE_BABJI_000000435,vaisIpIdi katti DrAmA varla
TE_BABJI_000000436,burArI mRtula posTmArTaM riporT emi caెppiMdaMTe
TE_BABJI_000000437,loyalo paDDa skUl bassu  maMdi vidyArthulu mRti
TE_BABJI_000000438,greTarlo anumati leni horDiMgla taొlagiMpu
TE_BABJI_000000439,svis byAMkula mAya
TE_BABJI_000000440,vaెb kaunsaెliMg vaddu
TE_BABJI_000000441,tai ju ATa arthaM kAdu sainA
TE_BABJI_000000442,cIT cesina gItA mAdhuri gaNez pasigaTTina big bAs
TE_BABJI_000000443,paెLli saMbaMdhAlu cUstunnArani yuvati kiDnAp DrAmA
TE_BABJI_000000444,taెlaMgANa asaెMblI raddupai maMcu manoj spaMdana
TE_BABJI_000000445,mahiLA jaTTuku kocku marosAri pavAr
TE_BABJI_000000446,haritaM paొdupu AhlAdaM
TE_BABJI_000000447,nuMci aMganvADIlaku vetanaM paెMpu
TE_BABJI_000000448,Aro zvetapatraM viDudala cesina caMdrabAbu
TE_BABJI_000000449,baెTar chAns vaste janasena nuMci A iddaru jaMp
TE_BABJI_000000450,sarkAru kAryAlayAllo parugulu paెTTanunna phaiLlu
TE_BABJI_000000451,kAMgraెslo ఎvaru sIఎM ayinA taొli saMtakaM ruNamAphIpaine
TE_BABJI_000000452,jaMtikalu
TE_BABJI_000000453,prajA sAhityakAruDu
TE_BABJI_000000454,ఎgumatula riphaMDs tvaragA rAvAlaMTe
TE_BABJI_000000455,pustaka bhAMDAgAraM A prAMgaNaM
TE_BABJI_000000456,vaisIpI neta iMTlo kAlpula kalakalaM
TE_BABJI_000000457,logA phAraెsTu posTulaku darakhAstulu
TE_BABJI_000000458,anuSkato kalisi kohlI kasarattu
TE_BABJI_000000459,sabhaku AlasyaMgA vaccAnani rAjInAmA cesina maMtri
TE_BABJI_000000460,gautamI nIkide mahA hArati
TE_BABJI_000000461,adiripoye phIcarlato huveyi smArTphon
TE_BABJI_000000462,Arogya saMkalpaM siddhiMcenA
TE_BABJI_000000463,bIsIsIai SAkiMg nyUs kohlIki atyalpa vetanaM
TE_BABJI_000000464,hAsTallo SArT sarkyUT tappina pramAdaM
TE_BABJI_000000465,prabhutvAniki rU koTlu iccina SirDI Alaya TrasT
TE_BABJI_000000466,pavarliphTiMglo rAghaveMdarku svarNaM
TE_BABJI_000000467,khairatAbAd gaNapatiki taొlipUjalu ceyanunna paripUrNAnaMda
TE_BABJI_000000468,gurukula TIcar posTula bhartIki noTiphikeSan
TE_BABJI_000000469,saెlto ADaొddannaMduku o vidyArthi
TE_BABJI_000000470,tana baMtiki tAne kAmaెMTrI caెppukunna kuldIp yAdav
TE_BABJI_000000471,akTobaru na grUp parIkSa
TE_BABJI_000000472,kohlI ranauT ayite rohit saెMcarI cesinaTTe
TE_BABJI_000000473,rAgula iDlI
TE_BABJI_000000474,homiyo vaidyaMto thairAyiD vyAdhula nivAraNa
TE_BABJI_000000475,ఎMaiఎM neta akbaruddIn ovaisI saMcalana vyAkhyalu
TE_BABJI_000000476,guDDuto spaెSals
TE_BABJI_000000477,jyotiSaM zAstracarca
TE_BABJI_000000478,eDeDu prakriyala niraMtara pravAhaM
TE_BABJI_000000479,ఎDama cetivATaM unnavAriki I viSayaM taెliste SAkavutAru
TE_BABJI_000000480,dhonI  prapaMcakaplo ADuMTe
TE_BABJI_000000481,caMdrabAbu mATiccAka cAlA saMtoSiMcA kAnI TITIDI Ivo
TE_BABJI_000000482,rAm caraNni aDugudAmanukuMTunnA pavan
TE_BABJI_000000483,laెman skvAS
TE_BABJI_000000484,AkRti mArcukaొne robo
TE_BABJI_000000485,me na vijayavADalo udyoga meLA
TE_BABJI_000000486,kArtika dIpaM ఎlA vaెligiMcAli eM cadavAli
TE_BABJI_000000487,khuSI khuSIgA saudI prabhutvaM ఎMduko taెlusA
TE_BABJI_000000488,TaెMpar rImeklo aMduke cestunnA vizAl
TE_BABJI_000000489,mUgajIvAlaku ApannahastaM
TE_BABJI_000000490,I joDi adurs
TE_BABJI_000000491,pramAdAla nivAraNa mana cetullone
TE_BABJI_000000492,braెyin sTrokku kAraNAlu ivetappaka taెlusukovAlsiMde
TE_BABJI_000000493,guMTUru ఎMpIpI vivAdaMpai rAvaెlato yarapatineni bheTI
TE_BABJI_000000494,A bIjepI neta cesina vyAkhyalu nijamavutunnAyA
TE_BABJI_000000495,taెlaMgANalo kAMgraెs sarve SAkiMg rijalTs
TE_BABJI_000000496,gajal zrInivAs ఎpisoDlo kuTra koNaM uMdi
TE_BABJI_000000497,ciruta vegaMto caritra sRSTiMcina rAhul
TE_BABJI_000000498,ఒkka udyogaM UDagaొTTaMDilakSa udyogAlistAM revaMt
TE_BABJI_000000499,epIlo e pArTI adhikAraMloki vastuMdi ani aDugutU sAgutunna sarvelu
TE_BABJI_000000500,niraMtara inkamiMgku caెllucITi
TE_BABJI_000000501,rU vela prAraMbha Apharto vaccesina moTA jI plas
TE_BABJI_000000502,matsyakArulaku tIpi kaburu
TE_BABJI_000000503,na hodA kosaM durgaguDilo homaM
TE_BABJI_000000504,pADi parizramatone iddaru kaొDukulni cadivistU
TE_BABJI_000000505,brekiMg jeDIఎskAMgraెs kalise loksabha ఎnnikallo poTI
TE_BABJI_000000506,ఒsAmA AropaNalapai sIe vicAraNa
TE_BABJI_000000507,vimAnaMlo nallulu haDalaెttipotunna prayANIkulu
TE_BABJI_000000508,kavita  AviSkaraNa
TE_BABJI_000000509,vATsAp cAlaెMj momoku  eLla bAlika mRti asalu nijaM emiTaMTe
TE_BABJI_000000510,kovarTulu ఎvaru
TE_BABJI_000000511,padi rAseMduku anumativvaMDi
TE_BABJI_000000512,juMkAla joru
TE_BABJI_000000513,tappulu sarididdukuMTAnani keTIArku caెppA rAjayya
TE_BABJI_000000514,kanyAzulkaM hiMdI anuvAdaM
TE_BABJI_000000515,ఎlAMTi tappulU leni sinimA idi nareS
TE_BABJI_000000516,kIra dosakAya allaM laెmaneD
TE_BABJI_000000517,kesIAr ఎnnikala pracAra SaెDyUl ide
TE_BABJI_000000518,vairal avutunna sudhIr bAbu kaొtta vIDiyo
TE_BABJI_000000519,vihAra yAtralo viSAdaM
TE_BABJI_000000520,smArT aMD phiT
TE_BABJI_000000521,kensarpai poruku haెvI ayAn cikitsa
TE_BABJI_000000522,naెphropatiki homiyolo saraina vaidyaM
TE_BABJI_000000523,prakAzaM jillAlo piDugulu paDe avakAzaM
TE_BABJI_000000524,taMDri kosaM eDAdiki rUlakSala pyAkejI vadulukuni
TE_BABJI_000000525,maLLI maduro
TE_BABJI_000000526,kIlaka maddatu sthAyi kannA diguvaku
TE_BABJI_000000527,kAluSyaMto tagge aikyu
TE_BABJI_000000528,pavan aMTe abhimAname kAnI ఎMpI avaMti
TE_BABJI_000000529,sAvitribAyi pere samucitaM
TE_BABJI_000000530,AsTreliyA krikaెT caritralo ido rikArDu
TE_BABJI_000000531,ade iMglaMD balahInata bhArat balaM gaMgUlI
TE_BABJI_000000532,Amaె  eLla byUTISiyan  eLlugA
TE_BABJI_000000533,pArTI mAreMduku siddamaina TIArఎs mAjI ఎmmaెlye
TE_BABJI_000000534,soniyA rAka revaMtku kIlaka bAdhyatalu
TE_BABJI_000000535,bAla methAvikAdu kAnI eDAdike maెTrik pAsayyADu
TE_BABJI_000000536,phaెDaral phraMT prayatnAlanu mummaraM cesina sIఎM
TE_BABJI_000000537,big bAs hauj tejasviki ఎlA anipiMciMdaMTe
TE_BABJI_000000538,AsiyA krIDallo bhArata athlaెT arudaina ghanata
TE_BABJI_000000539,tirumalalo taggina bhaktula raddI
TE_BABJI_000000540,vijayavADa meyar sodaruDu mRti
TE_BABJI_000000541,gaNitaM bhASallo I jillA pillale bheS
TE_BABJI_000000542,muMbai iMDiyans ghanavijayaM
TE_BABJI_000000543,bigbAslo ammAyilaki kaSTamaina TAskulu
TE_BABJI_000000544,kSatriya kArpaొreSan erpATu ceyAli
TE_BABJI_000000545,premajaMTa ekaMtaMgA uMDagA phaొTolu tIsi A tarvAta eM cezADaMTe
TE_BABJI_000000546,sTArlato sardukupoleDaTa
TE_BABJI_000000547,kaSTaM dUdi piMjaెlA ఎgiripoyiMdi kaొraTAla
TE_BABJI_000000548,bairaెDDi rAjazekharraెDDi vArasuDu vaisIpIloki
TE_BABJI_000000549,saMcalana rikArDu sAdhiMcina saphArI baular
TE_BABJI_000000550,bAlayya bartDeku DairaెkTar kriS giphT
TE_BABJI_000000551,simaెMTpai jiఎsTi taggAli
TE_BABJI_000000552,nAgazauryato vastunna rUmarlapai spaMdiMcina nihArika
TE_BABJI_000000553,aiArsITIsI kaొtta TUr pyAkejIlu prakaTana
TE_BABJI_000000554,hIro zivAjI caెbutunna A iddaru ఎvaru
TE_BABJI_000000555,naెyil phAyil
TE_BABJI_000000556,sacivAlaya udyogulaku pratyeka vaMTakAlu
TE_BABJI_000000557,haidarAbAdlo aMtarrASTra daొMgala muThA araెsT
TE_BABJI_000000558,ఎMpIlU zabhAS
TE_BABJI_000000559,batukammaku pATe prANaM
TE_BABJI_000000560,bhartalu madyAniki bAnisalayyArani bhAryalu eM cezAro cUDaMDi
TE_BABJI_000000561,iMDiyan railvelo udyogAlu
TE_BABJI_000000562,kohlI khAtAlo ido rikArDu
TE_BABJI_000000563,lopAlu sarididdukuMTA zarvAnaMd
TE_BABJI_000000564,mIku ryAm guriMci I viSayAlu taెlusA
TE_BABJI_000000565,mahAnADu vizeSAlu taెlusukunna sIఎM caMdrabAbu
TE_BABJI_000000566,gavarnarnu kalisina epI bIjepI netalu
TE_BABJI_000000567,cAmuMDezvari nuMci nAmineSan vesina siddharAmayya
TE_BABJI_000000568,bIjepIki jagan maddatiste mANikyAla rAvu
TE_BABJI_000000569,prANaM poyinA praiveTIkariMcaM sIఎM kesIAr
TE_BABJI_000000570,kohlIki rAjIvgAMdhI khel ratna avArDu prakaTiMcina keMdraM
TE_BABJI_000000571,vIl pavarto vidhini oDiMciMdi
TE_BABJI_000000572,epIlo aiTI dADulu jarigiMdi I kaMpaెnIla paine
TE_BABJI_000000573,pratyaMgirA kALi adharvaNa bhadrakALi
TE_BABJI_000000574,TIDIpIki tIpi vaisIpIki edi paTTukunnA pulupe
TE_BABJI_000000575,laiph Ij ఎ DrAmA mIraMTe prema manoj
TE_BABJI_000000576,vArini gurtiste rU lakSala rivArDu mAjI sIఎM
TE_BABJI_000000577,raSmika asahanAniki kAraNameMTo
TE_BABJI_000000578,paryATaka prakAzaM
TE_BABJI_000000579,priyurAlini railvegeT daggaraku pilici priyuDu eM cezADaMTe
TE_BABJI_000000580,siddharAmayya prabhutvaMpai mugguru bIjepI ఎMpIla blAsTiMg AropaNalu
TE_BABJI_000000581,saspaెnSanlo zrIlaMka pArlamaెMTu
TE_BABJI_000000582,railve nirlakSyAniki parAkASTa mUDunnareLla tarvAta gamyAniki
TE_BABJI_000000583,Arbiai udyogula sAmUhika saెlavu vAyidA
TE_BABJI_000000584,sTeSan ghanpUrlo keTIAr bahiraMga sabha
TE_BABJI_000000585,sTArTaplanu protsahistAM  prabhu
TE_BABJI_000000586,kaMdirIga viSaMto yAMTIbayoTiks
TE_BABJI_000000587,nimslo mAsTars in hAspiTal menejmaెMT
TE_BABJI_000000588,amit SA kharcula vivarAlivvaleM spaSTaM cesina keMdraM
TE_BABJI_000000589,nAlugunnareLla nirutsAhAlu
TE_BABJI_000000590,vizvakaLAjagattulo taెlugu zikharaM
TE_BABJI_000000591,varuN tej hIroyingA bAlIvuD byUTI
TE_BABJI_000000592,udyogonnatulu ఎppuDu
TE_BABJI_000000593,bAlikapai vyakti atyAcArayatnaM niMdituDi kosaM gAliMpu
TE_BABJI_000000594,mainAriTIlaku aMDagA dezaM
TE_BABJI_000000595,jamili japaM
TE_BABJI_000000596,yuvataku anudIp AdarzaM
TE_BABJI_000000597,modI kaMTe muMde rAhul jarnI
TE_BABJI_000000598,nepAllo ghora pramAdaM  maMdi mRti
TE_BABJI_000000599,pramukha phyASan Dijainar mRti AtmahatyagA polIsula nirdhAraNa
TE_BABJI_000000600,ebIఎnAMdhrajyoti vaidyazibirAniki vizeSa spaMdana
TE_BABJI_000000605,AjAd najmA haెptullAku uttama pArlamaెMTeriyan avArDula pradAnaM
TE_BABJI_000000606,kArnphleks kraMbD panIr
TE_BABJI_000000607,vADiveDigA
TE_BABJI_000000608,skUl TAyilaెTlo vidyArthi DaెDbADI
TE_BABJI_000000609,vidyAbAlan eMTi ilA SAkistuMdi
TE_BABJI_000000610,gUgul maెccina taెlugoDu
TE_BABJI_000000611,mUsI praLayaM maLLI vaste
TE_BABJI_000000612,mArkaెTlalo kanikaTTu dopiDI paTTiMcukoni adhikArulu
TE_BABJI_000000613,rAjasthAnlo rasavattara rAjakIyaM
TE_BABJI_000000614,TrAphiklo cikkukunna caMdrabAbu
TE_BABJI_000000615,I vivAhita akrama saMbaMdhaM ఎMtaku dAri tIsiMdo cUDaMDi
TE_BABJI_000000616,vibhajana hAmIlu amalu ceste TIDIpIbIjepI madhya vivAdAluMDavu
TE_BABJI_000000617,kalvarTlone prasaviMcina mahiLa
TE_BABJI_000000618,jiMjar prAns
TE_BABJI_000000619,phesbuklo A vIDiyo paెTTArA idi taెliste SAke
TE_BABJI_000000620,keTIAr sAr mA sIkraెT sTorI mItone uMDAli kazyap
TE_BABJI_000000621,satvara nyAyaM kAdu nyAyAniki samAdhi
TE_BABJI_000000622,sAho vilan sinimA viDudalaku raెDI
TE_BABJI_000000623,raitula kosaM caెkku vaెnakki iccesina rAjIv suma
TE_BABJI_000000624,cAklaెT aiskrIMlo ఎluka toka SAkaina mahiLa
TE_BABJI_000000625,ఒkka phaొTo peda kuTuMbAniki rU  lakSalu taెccipaెTTiMdi
TE_BABJI_000000626,saMkSema pathakAllo prajallo saMtRpti zAtaM sAdhiMcAli bAbu
TE_BABJI_000000627,kAlIphlavarto kaొtta vaMTalu
TE_BABJI_000000628,siఎMpaiki SU visirina agaMtakuDu
TE_BABJI_000000629,velAniki caMdruDi rAyimukka dharaెMta palikiMdaMTe
TE_BABJI_000000630,rAjadhAniki rUvaెyyi koTla grAMT
TE_BABJI_000000631,mahAkUTamiki ki paigA sthAnAlu
TE_BABJI_000000632,jaganpai dADi kesu vicAraNa vAyidA
TE_BABJI_000000633,gulAbI paMDuga
TE_BABJI_000000634,parIkSalu vAyidA
TE_BABJI_000000635,cinnArula kosaM inkraెDibuls  kalaెkSan
TE_BABJI_000000636,phekspATku zrI kepiTal nidhulu
TE_BABJI_000000637,taొli vikaెT kolpoyina sanraijars
TE_BABJI_000000638,asisTaెMT praొphaెsars iMTarvyUlapai kasarattu
TE_BABJI_000000639,meyar kArpaొreTarla madhya saddumaNagani vivAdaM
TE_BABJI_000000640,ADapillallo rutusrAvaM mAdire abbAyillo ilA
TE_BABJI_000000641,bhAratnu ఒMTicetto gaెlipiMcina kohlI sirIs samaM
TE_BABJI_000000642,aDvAnsD TrainiMg inisTiTyUTlo udyogAlu
TE_BABJI_000000643,pRthvI SAku tulAbhAraM
TE_BABJI_000000644,laiMgika hiMsapai porATAniki nobaెl zAMti bahumati
TE_BABJI_000000645,semiyA kesari
TE_BABJI_000000646,Tripul rolA leka mUDu SeDsA mIre caెppAli taruN
TE_BABJI_000000647,vArini tarimikaొTTi bhartanu batikiMcukuMdi
TE_BABJI_000000648,A abhayAraNyaMlo  rakAla pakSijAtulu
TE_BABJI_000000649,prajArakSaNe pAlakuni dharmaM
TE_BABJI_000000650,upAdhi kUlIlaku Dabbulu rAle
TE_BABJI_000000651,TAp athlaెTlaku rU koTlu
TE_BABJI_000000652,haidarAbAdlo zukravAraM jAbmeLA
TE_BABJI_000000653,jayalalita sinimAku karuNAnidhi skripT
TE_BABJI_000000654,Adarza viplava strI sAvitri phUle
TE_BABJI_000000655,vidyudAghAtaMto TIArఎs nAyakuDi mRti
TE_BABJI_000000656,anakApallipai AzAvAhula kannu
TE_BABJI_000000657,yogini cirAku paెDutunna bigbAs ammaDu
TE_BABJI_000000658,keMdramaMtrini kalisina maMtri iMdrakaraN raెDDi
TE_BABJI_000000659,aiDiyA AdAyaM rU koTlu
TE_BABJI_000000660,khajAnA zAkha gaDapa dATani khanija nidhi
TE_BABJI_000000661,hiMduvu ayite gomAMsaM tiMTArA
TE_BABJI_000000662,juTTu cUsi vayasu caెbite pappulo kAlesinaTTe
TE_BABJI_000000663,repu teliponunna nagari TIDIpI TikaెT paMcAyitI
TE_BABJI_000000664,A chAns vaste tappakuMDA cestA nihArika kaొNidala
TE_BABJI_000000665,TaెsT nirvahiMcina tarvAte jaTTuloki kohlI
TE_BABJI_000000666,ikkaDa maొdaTagA Alocana A tarvAte prayANaM alA ఎMdukaMTe
TE_BABJI_000000667,ToTaెm inphrA rU koTla ఎgaveta
TE_BABJI_000000668,vAv vijay devarakaొMDa pik adiripolA
TE_BABJI_000000669,vistaraNa bATalo loTas haus
TE_BABJI_000000670,pegu baMdhaM kannA mAnavatvAnike paెdda pITa vesina talli manasu
TE_BABJI_000000671,cAritraka nepathyaMneTi paricayaM
TE_BABJI_000000672,smit vArnarpai eDAdi niSedhaM I rAtrike prakaTana
TE_BABJI_000000673,karNATakalo hiMdU vyatireka prabhutvaM
TE_BABJI_000000674,nAgArjunaki maMdu bATil paMpina nirmAta
TE_BABJI_000000675,prI vAlaెMTain Delo mahiLala saMdaDi
TE_BABJI_000000676,sarikaొtta phIcarlato gemiMg smArTphon viDudala
TE_BABJI_000000677,naెhrU soniyAlA rAhulku paripakvata ledu gaDkari
TE_BABJI_000000678,imrAn khAnku vaMdeLla bAmma savAl
TE_BABJI_000000679,jAtIya raెjlar dopiDI daొMgagA mArinaveLa
TE_BABJI_000000680,ఒbrAyaెn cAritraka zatakaM
TE_BABJI_000000681,udyAna sedyaMto unnati
TE_BABJI_000000682,nidraveLalu nirdiSTaMgA
TE_BABJI_000000683,I vAraMlo kaొnugoLla maddatu
TE_BABJI_000000684,epIki nidhulapai noT viDudala cesina keMdraM
TE_BABJI_000000685,dAcepalli ghaTanapai pavan kalyAN saMcalana TvIT
TE_BABJI_000000686,modI baDjaెTpai netala kannaెrra
TE_BABJI_000000687,prapaMcakaplo bhArata jaTTu ghana vijayaM
TE_BABJI_000000688,rohit zarmaku cukkalu cUpiMcina coTA koc
TE_BABJI_000000689,uttarAkhaMD sIఎM saMcalana prakaTana
TE_BABJI_000000690,iMTar borDu avakatavakalapai dRSTisAriMcAli
TE_BABJI_000000691,ఎgire enugunu cUstArA
TE_BABJI_000000692,nuMci DipArTmaెMTal parIkSalu
TE_BABJI_000000693,paDakagadilo nAto uMTUne maro ammAyini UhiMcukuMTADu
TE_BABJI_000000694,I cAklaెT ఒkkaొkkaTI  rUpAyalu
TE_BABJI_000000695,vAri vaiphalyame mA oTamiki kAraNaM jo rUT
TE_BABJI_000000696,devuDu dUraM jaragaDame duHkhaM
TE_BABJI_000000697,saudI arebiyA nirNayaMto camuru dharalu paipaiki
TE_BABJI_000000698,pakkA plAntone DrIm hom sAkAraM
TE_BABJI_000000699,tivArIrAjbhavan kathanAlu
TE_BABJI_000000700,bhAratku tvaralo cainA sarihaddu daLAlu
TE_BABJI_000000701,paTTAlapai pramAdAla nivAraNaku rU  koTlato
TE_BABJI_000000702,bAhubali cUzA adi vApe kAni balupu kAdu aMta kaSTapaDanakkarledu
TE_BABJI_000000703,haెccarika raddI prAMtAllo sArI gyAMg tirugutoMdi
TE_BABJI_000000704,nokiyA phonlapai ఎyirTaెl rU kyASbyAk
TE_BABJI_000000705,vasaMtAla saెpTaెMbar
TE_BABJI_000000706,pavanAlu phalitAlu
TE_BABJI_000000707,polIs DipArTmaెMT nuMci bhArI noTiphikeSan
TE_BABJI_000000708,gajal zrInivAsku maro SAk
TE_BABJI_000000709,Amaె kAdu Ayana
TE_BABJI_000000710,kAMgraెs rAjIv sadbhAvanA dinotsavaMlo pAlgaొnna rAhul
TE_BABJI_000000711,akkaDa ఎkkuva rojuluMTe kesIAr keTIAr ani paccabaొTlu veyiMcukovAlsi vaccedemo
TE_BABJI_000000712,attar ఎlA tayAru cestAro taెliste AzcaryapotAru
TE_BABJI_000000713,kaొtta phIcarto vATsAp viniyogadArulaku UraTa
TE_BABJI_000000714,ataDuMTe annI unnaTle
TE_BABJI_000000715,viriMci vijayaM
TE_BABJI_000000716,prabhAs sinimA nA korika tIrciMdi pramukha hIroyin
TE_BABJI_000000717,aMdari pApaM AMdhraku zApaM
TE_BABJI_000000718,bhArata sTArTapto ఎyirbas jaTTu
TE_BABJI_000000719,vanDe spaెSalisTulapai niyaMtraNa
TE_BABJI_000000720,maెssIpaine kaLlannI
TE_BABJI_000000721,ardharAtri dATinA viccalaviDigA
TE_BABJI_000000722,akkaDa Ummite zubhraM ceyAlsiMdi mIre bahuparAk
TE_BABJI_000000723,maMtri akhilapriya paెLliki AhvAnaM
TE_BABJI_000000724,byAcilarsni bAgA AkaTTukuMTunna cilasau vIDiyo sAMg
TE_BABJI_000000725,pAk krikaెT cIph sethI rAjInAmA
TE_BABJI_000000726,burkhA dhariMci ugravAdi parAr kAnI sIn tiragabaDiMdi
TE_BABJI_000000727,pradhAni abhyarthigA mamata tana abhiprAyaM caెppesina mAjI pradhAni
TE_BABJI_000000728,aMdukeataDu meTi
TE_BABJI_000000729,baెjavADalo paTTapagale dAruNaM
TE_BABJI_000000730,ciru viSayaMlo cAlAmaMdini kaొTTAnu zrIkAMt
TE_BABJI_000000731,puccakAya masAlA kUra
TE_BABJI_000000732,yuvati palakariMcaDaM ledani dAruNamaina pani cesina yuvakuDu
TE_BABJI_000000733,koc lekuMDAne AsiyADku
TE_BABJI_000000734,vAri AzIssulu yAvat bhAratadezAniki uMDAli parucUri
TE_BABJI_000000735,koramAMDal iMTarneSanal lAbhaM rU koTlu
TE_BABJI_000000736,rASTraM kosaM panicestunnA kadiliMcaొddu uMDavalliki zivAjI haెccarika
TE_BABJI_000000737,khuSI khuSIgA zrIlaMka krikaెTarlu
TE_BABJI_000000738,bhAryanu rokali baMDato modi caMpesina bharta
TE_BABJI_000000739,Asupatri nuMci vaccina mUDu rojulake Atmahatya
TE_BABJI_000000740,Dabul mIsAla sUrIDu limkA buklo sthAnaM kosaM prayatnaM
TE_BABJI_000000741,eLlake oyo rUms kaMpaెnIni sthApiMcineDu prapaMcaMlone atipaెdda
TE_BABJI_000000742,Aye rU koTla samIkaraNa
TE_BABJI_000000743,daMpuDu biyyaM pulAv
TE_BABJI_000000744,mugisina aphgAn byATiMg laMka lakSyaM ఎMtaMTe
